1               DISPONIBILIDADES                                  01NN      
11              Caixa                                             02SNN     
111             Caixa A                                           03SNN     
112             Caixa B                                           03NN      
113             Caixa Transferência                               03SN      
119             Transferências de caixa                           03NN      
12              Depósitos á ordem                                 02NNN     
1201            C.G.D. - Conta Ordem                              04SNN     
1202            C.G.D. - Conta Centro Emprego                     04SNN     
13              Depósitos a prazo                                 02NN      
14              Outros depósitos bancarios                        02NNN     
1401            C.G.D. - Caixa Geste                              04NNN     
2               TERCEIROS                                         01NN      
21              Clientes                                          02NN      
211             Clientes C/C                                      03SNN     
212             Clientes - Títulos a receber                      03NN      
2121            Impostos directos                                 04SN      
2122            Impostos indirectos                               04SN      
2123            Taxas                                             04SN      
213             Utentes, c/c                                      03NN      
217             Clientes e utentes c/cauções                      03NN      
2171            Clientes                                          04NN      
21711           Reforço de caução                                 05SNS     
2172            Utentes                                           04NN      
21721           Reforço de caução                                 05SN      
218             Clientes de cobrança duvidosa                     03NN      
2181            Cobranças em atraso                               04SN      
2182            Cobranças em litígio                              04SN      
219             Adiantamentos de clientes                         03NN      
22              Fornecedores                                      02NN      
221             Fornecedores C/C                                  03SNN     
222             Fornecedores - Títulos a pagar                    03SNN     
228             Fornecedores - Facturas em recepcao conferência   03SNN     
229             Adiantamentos a fornecedores                      03SNN     
23              Empréstimos obtidos                               02NN      
231             Empréstimos bancários                             03NN      
2311            De curto prazo                                    04NN      
23111           Empréstimos bancários                             05SN      
2312            De médio e longo prazo                            04NN      
23121           Empréstimos bancários                             05SN      
23123           Outros empréstimos obtidos                        05SN      
232             Empréstimos por obrigações                        03NN      
2321            Convertíveis                                      04NN      
2322            Nao convertíveis                                  04NN      
233             Empréstimos por títulos de participaçäo           03NN      
239             Outros empréstimos obtidos                        03NN      
24              Estado e outros entes publicos                    02NNN     
241             Imposto sobre o rendimento                        03NN      
242             Retençäo de impostos sobre rendimentos            03NN      
2421            Trabalho dependente                               04NNN     
24211           I.R.S.                                            05SNS     
2422            Trabalho independente                             04NNN     
24221           I.R.S. (Empresarial)                              05SNS     
2423            Capitais                                          04NN      
2424            Prediais                                          04NN      
2429            Sobre outros rendimentos                          04NN      
243             Imposto sobre o valor acrescentado (IVA)          03NN      
2431            IVA - Suportado                                   04NN      
24311           Existências                                       05NN      
243111          IVA - 5%                                          06SN      
243112          IVA - 12%                                         06SN      
243113          IVA - 17%                                         06SN      
243116          Isentos                                           06SN      
24312           Imobilizado                                       05NN      
243121          IVA - 5%                                          06SN      
243122          IVA - 12%                                         06SN      
243123          IVA - 17%                                         06SN      
243126          Isentos                                           06SN      
24313           Outros bens e serviços                            05NN      
243131          IVA - 5%                                          06SN      
243132          IVA - 12%                                         06SN      
243133          IVA - 17%                                         06SN      
243136          Isentos                                           06SN      
2432            IVA - Dedutível                                   04NN      
24321           Existências                                       05NN      
243211          IVA - 5%                                          06SN      
243212          IVA - 12%                                         06SN      
243213          IVA - 17%                                         06SN      
